term_id,langs,country,term,type,code_lang
53,English,"Manila,Metro Manila,Philippines",Malnutrition,Socio-Scientific Isuues,en
53,English,"New Delhi,Delhi,India",Malnutrition,Socio-Scientific Isuues,en
54,English,"Washington,District of Columbia,United States",Food Security,Socio-Scientific Isuues,en
54,English,"London,England,United Kingdom",Food Security,Socio-Scientific Isuues,en
54,English,"Abuja,Federal Capital Territory,Nigeria",Food Security,Socio-Scientific Isuues,en
54,English,"Manila,Metro Manila,Philippines",Food Security,Socio-Scientific Isuues,en
54,English,"New Delhi,Delhi,India",Food Security,Socio-Scientific Isuues,en
56,English,"Washington,District of Columbia,United States",Calorie,Socio-Scientific Isuues,en
56,English,"London,England,United Kingdom",Calorie,Socio-Scientific Isuues,en
56,English,"Abuja,Federal Capital Territory,Nigeria",Calorie,Socio-Scientific Isuues,en
56,English,"Manila,Metro Manila,Philippines",Calorie,Socio-Scientific Isuues,en
56,English,"New Delhi,Delhi,India",Calorie,Socio-Scientific Isuues,en
58,English,"Washington,District of Columbia,United States",Renewable Energy,Socio-Scientific Isuues,en
58,English,"London,England,United Kingdom",Renewable Energy,Socio-Scientific Isuues,en
58,English,"Abuja,Federal Capital Territory,Nigeria",Renewable Energy,Socio-Scientific Isuues,en
58,English,"Manila,Metro Manila,Philippines",Renewable Energy,Socio-Scientific Isuues,en
58,English,"New Delhi,Delhi,India",Renewable Energy,Socio-Scientific Isuues,en
59,English,"Washington,District of Columbia,United States",Climate change,Socio-Scientific Isuues,en
59,English,"London,England,United Kingdom",Climate change,Socio-Scientific Isuues,en
59,English,"Abuja,Federal Capital Territory,Nigeria",Climate change,Socio-Scientific Isuues,en
59,English,"Manila,Metro Manila,Philippines",Climate change,Socio-Scientific Isuues,en
59,English,"New Delhi,Delhi,India",Climate change,Socio-Scientific Isuues,en
65,English,"Washington,District of Columbia,United States",Soil contamination,Socio-Scientific Isuues,en
65,English,"London,England,United Kingdom",Soil contamination,Socio-Scientific Isuues,en
65,English,"Abuja,Federal Capital Territory,Nigeria",Soil contamination,Socio-Scientific Isuues,en
65,English,"Manila,Metro Manila,Philippines",Soil contamination,Socio-Scientific Isuues,en
65,English,"New Delhi,Delhi,India",Soil contamination,Socio-Scientific Isuues,en
66,English,"Washington,District of Columbia,United States",Greenhouse gas,Socio-Scientific Isuues,en
66,English,"London,England,United Kingdom",Greenhouse gas,Socio-Scientific Isuues,en
66,English,"Abuja,Federal Capital Territory,Nigeria",Greenhouse gas,Socio-Scientific Isuues,en
66,English,"Manila,Metro Manila,Philippines",Greenhouse gas,Socio-Scientific Isuues,en
66,English,"New Delhi,Delhi,India",Greenhouse gas,Socio-Scientific Isuues,en
68,English,"Washington,District of Columbia,United States",Infection,Socio-Scientific Isuues,en
68,English,"London,England,United Kingdom",Infection,Socio-Scientific Isuues,en
68,English,"Abuja,Federal Capital Territory,Nigeria",Infection,Socio-Scientific Isuues,en
68,English,"Manila,Metro Manila,Philippines",Infection,Socio-Scientific Isuues,en
68,English,"New Delhi,Delhi,India",Infection,Socio-Scientific Isuues,en
70,English,"Washington,District of Columbia,United States",Flood,Socio-Scientific Isuues,en
70,English,"London,England,United Kingdom",Flood,Socio-Scientific Isuues,en
70,English,"Abuja,Federal Capital Territory,Nigeria",Flood,Socio-Scientific Isuues,en
70,English,"Manila,Metro Manila,Philippines",Flood,Socio-Scientific Isuues,en
70,English,"New Delhi,Delhi,India",Flood,Socio-Scientific Isuues,en
71,English,"Washington,District of Columbia,United States",Drought,Socio-Scientific Isuues,en
71,English,"London,England,United Kingdom",Drought,Socio-Scientific Isuues,en
71,English,"Abuja,Federal Capital Territory,Nigeria",Drought,Socio-Scientific Isuues,en
71,English,"Manila,Metro Manila,Philippines",Drought,Socio-Scientific Isuues,en
71,English,"New Delhi,Delhi,India",Drought,Socio-Scientific Isuues,en
39,English,"Washington,District of Columbia,United States",PCR,Novel Science and Technology Issues,en
39,English,"London,England,United Kingdom",PCR,Novel Science and Technology Issues,en
39,English,"Abuja,Federal Capital Territory,Nigeria",PCR,Novel Science and Technology Issues,en
39,English,"Manila,Metro Manila,Philippines",PCR,Novel Science and Technology Issues,en
39,English,"New Delhi,Delhi,India",PCR,Novel Science and Technology Issues,en
42,English,"Washington,District of Columbia,United States",mRNA,Novel Science and Technology Issues,en
42,English,"London,England,United Kingdom",mRNA,Novel Science and Technology Issues,en
42,English,"Abuja,Federal Capital Territory,Nigeria",mRNA,Novel Science and Technology Issues,en
42,English,"Manila,Metro Manila,Philippines",mRNA,Novel Science and Technology Issues,en
42,English,"New Delhi,Delhi,India",mRNA,Novel Science and Technology Issues,en
43,English,"Washington,District of Columbia,United States",genome,Novel Science and Technology Issues,en
43,English,"London,England,United Kingdom",genome,Novel Science and Technology Issues,en
43,English,"Abuja,Federal Capital Territory,Nigeria",genome,Novel Science and Technology Issues,en
43,English,"Manila,Metro Manila,Philippines",genome,Novel Science and Technology Issues,en
43,English,"New Delhi,Delhi,India",genome,Novel Science and Technology Issues,en
44,English,"Washington,District of Columbia,United States",Mars,Novel Science and Technology Issues,en
44,English,"London,England,United Kingdom",Mars,Novel Science and Technology Issues,en
44,English,"Abuja,Federal Capital Territory,Nigeria",Mars,Novel Science and Technology Issues,en
44,English,"Manila,Metro Manila,Philippines",Mars,Novel Science and Technology Issues,en
44,English,"New Delhi,Delhi,India",Mars,Novel Science and Technology Issues,en
45,English,"Washington,District of Columbia,United States",asteroids,Novel Science and Technology Issues,en
45,English,"London,England,United Kingdom",asteroids,Novel Science and Technology Issues,en
45,English,"Abuja,Federal Capital Territory,Nigeria",asteroids,Novel Science and Technology Issues,en
45,English,"Manila,Metro Manila,Philippines",asteroids,Novel Science and Technology Issues,en
45,English,"New Delhi,Delhi,India",asteroids,Novel Science and Technology Issues,en
46,English,"Washington,District of Columbia,United States",CRISPR,Novel Science and Technology Issues,en
46,English,"London,England,United Kingdom",CRISPR,Novel Science and Technology Issues,en
46,English,"Abuja,Federal Capital Territory,Nigeria",CRISPR,Novel Science and Technology Issues,en
46,English,"Manila,Metro Manila,Philippines",CRISPR,Novel Science and Technology Issues,en
46,English,"New Delhi,Delhi,India",CRISPR,Novel Science and Technology Issues,en
48,English,"Washington,District of Columbia,United States",protein folding,Novel Science and Technology Issues,en
48,English,"London,England,United Kingdom",protein folding,Novel Science and Technology Issues,en
48,English,"Abuja,Federal Capital Territory,Nigeria",protein folding,Novel Science and Technology Issues,en
48,English,"Manila,Metro Manila,Philippines",protein folding,Novel Science and Technology Issues,en
48,English,"New Delhi,Delhi,India",protein folding,Novel Science and Technology Issues,en
49,English,"Washington,District of Columbia,United States",black hole,Novel Science and Technology Issues,en
49,English,"London,England,United Kingdom",black hole,Novel Science and Technology Issues,en
49,English,"Abuja,Federal Capital Territory,Nigeria",black hole,Novel Science and Technology Issues,en
49,English,"Manila,Metro Manila,Philippines",black hole,Novel Science and Technology Issues,en
49,English,"New Delhi,Delhi,India",black hole,Novel Science and Technology Issues,en
52,English,"Washington,District of Columbia,United States",Mutation,Novel Science and Technology Issues,en
52,English,"London,England,United Kingdom",Mutation,Novel Science and Technology Issues,en
52,English,"Abuja,Federal Capital Territory,Nigeria",Mutation,Novel Science and Technology Issues,en
52,English,"Manila,Metro Manila,Philippines",Mutation,Novel Science and Technology Issues,en
52,English,"New Delhi,Delhi,India",Mutation,Novel Science and Technology Issues,en
87,English,"Washington,District of Columbia,United States",Autonomic car,Novel Science and Technology Issues,en
87,English,"London,England,United Kingdom",Autonomic car,Novel Science and Technology Issues,en
87,English,"Abuja,Federal Capital Territory,Nigeria",Autonomic car,Novel Science and Technology Issues,en
87,English,"Manila,Metro Manila,Philippines",Autonomic car,Novel Science and Technology Issues,en
87,English,"New Delhi,Delhi,India",Autonomic car,Novel Science and Technology Issues,en
73-B,English,"Washington,District of Columbia,United States",global warming a hoax,Conspiracy Theories,en
73-B,English,"London,England,United Kingdom",global warming a hoax,Conspiracy Theories,en
73-B,English,"Abuja,Federal Capital Territory,Nigeria",global warming a hoax,Conspiracy Theories,en
73-B,English,"Manila,Metro Manila,Philippines",global warming a hoax,Conspiracy Theories,en
73-B,English,"New Delhi,Delhi,India",global warming a hoax,Conspiracy Theories,en
74-B,English,"Washington,District of Columbia,United States",climate change a hoax,Conspiracy Theories,en
74-B,English,"London,England,United Kingdom",climate change a hoax,Conspiracy Theories,en
74-B,English,"Abuja,Federal Capital Territory,Nigeria",climate change a hoax,Conspiracy Theories,en
74-B,English,"Manila,Metro Manila,Philippines",climate change a hoax,Conspiracy Theories,en
74-B,English,"New Delhi,Delhi,India",climate change a hoax,Conspiracy Theories,en
77-B,English,"Washington,District of Columbia,United States",vaccines autism,Conspiracy Theories,en
77-B,English,"London,England,United Kingdom",vaccines autism,Conspiracy Theories,en
77-B,English,"Abuja,Federal Capital Territory,Nigeria",vaccines autism,Conspiracy Theories,en
77-B,English,"Manila,Metro Manila,Philippines",vaccines autism,Conspiracy Theories,en
77-B,English,"New Delhi,Delhi,India",vaccines autism,Conspiracy Theories,en
79-B,English,"Washington,District of Columbia,United States",flat earth,Conspiracy Theories,en
79-B,English,"London,England,United Kingdom",flat earth,Conspiracy Theories,en
79-B,English,"Abuja,Federal Capital Territory,Nigeria",flat earth,Conspiracy Theories,en
79-B,English,"Manila,Metro Manila,Philippines",flat earth,Conspiracy Theories,en
79-B,English,"New Delhi,Delhi,India",flat earth,Conspiracy Theories,en
80-B,English,"Washington,District of Columbia,United States",Moon landing fake,Conspiracy Theories,en
80-B,English,"London,England,United Kingdom",Moon landing fake,Conspiracy Theories,en
80-B,English,"Abuja,Federal Capital Territory,Nigeria",Moon landing fake,Conspiracy Theories,en
80-B,English,"Manila,Metro Manila,Philippines",Moon landing fake,Conspiracy Theories,en
80-B,English,"New Delhi,Delhi,India",Moon landing fake,Conspiracy Theories,en
5,French,"Kinshasa,Democratic Republic of the Congo",Environnement,Canonical Scientific Issues,fr
5,French,"Paris,Paris,Ile-de-France,France",Environnement,Canonical Scientific Issues,fr
6,French,"Kinshasa,Democratic Republic of the Congo",Écosystème,Canonical Scientific Issues,fr
6,French,"Paris,Paris,Ile-de-France,France",Écosystème,Canonical Scientific Issues,fr
8,French,"Kinshasa,Democratic Republic of the Congo",Pollution,Canonical Scientific Issues,fr
8,French,"Paris,Paris,Ile-de-France,France",Pollution,Canonical Scientific Issues,fr
12,French,"Kinshasa,Democratic Republic of the Congo",Fungi,Canonical Scientific Issues,fr
12,French,"Paris,Paris,Ile-de-France,France",Fungi,Canonical Scientific Issues,fr
13,French,"Kinshasa,Democratic Republic of the Congo",Mammifère,Canonical Scientific Issues,fr
13,French,"Paris,Paris,Ile-de-France,France",Mammifère,Canonical Scientific Issues,fr
16,French,"Kinshasa,Democratic Republic of the Congo",Solution,Canonical Scientific Issues,fr
16,French,"Paris,Paris,Ile-de-France,France",Solution,Canonical Scientific Issues,fr
20,French,"Kinshasa,Democratic Republic of the Congo",Atome,Canonical Scientific Issues,fr
20,French,"Paris,Paris,Ile-de-France,France",Atome,Canonical Scientific Issues,fr
28,French,"Kinshasa,Democratic Republic of the Congo",Énergie,Canonical Scientific Issues,fr
28,French,"Paris,Paris,Ile-de-France,France",Énergie,Canonical Scientific Issues,fr
29,French,"Kinshasa,Democratic Republic of the Congo",Poids,Canonical Scientific Issues,fr
29,French,"Paris,Paris,Ile-de-France,France",Poids,Canonical Scientific Issues,fr
35,French,"Kinshasa,Democratic Republic of the Congo",Système solaire,Canonical Scientific Issues,fr
35,French,"Paris,Paris,Ile-de-France,France",Système solaire,Canonical Scientific Issues,fr
38,French,"Kinshasa,Democratic Republic of the Congo",Évolution,Canonical Scientific Issues,fr
38,French,"Paris,Paris,Ile-de-France,France",Évolution,Canonical Scientific Issues,fr
53,French,"Kinshasa,Democratic Republic of the Congo",Malnutrition,Socio-Scientific Isuues,fr
53,French,"Paris,Paris,Ile-de-France,France",Malnutrition,Socio-Scientific Isuues,fr
54,French,"Kinshasa,Democratic Republic of the Congo",Sécurité alimentaire,Socio-Scientific Isuues,fr
54,French,"Paris,Paris,Ile-de-France,France",Sécurité alimentaire,Socio-Scientific Isuues,fr
56,French,"Kinshasa,Democratic Republic of the Congo",Calorie,Socio-Scientific Isuues,fr
56,French,"Paris,Paris,Ile-de-France,France",Calorie,Socio-Scientific Isuues,fr
58,French,"Kinshasa,Democratic Republic of the Congo",Énergie renouvelable,Socio-Scientific Isuues,fr
58,French,"Paris,Paris,Ile-de-France,France",Énergie renouvelable,Socio-Scientific Isuues,fr
59,French,"Kinshasa,Democratic Republic of the Congo",Changement climatique,Socio-Scientific Isuues,fr
59,French,"Paris,Paris,Ile-de-France,France",Changement climatique,Socio-Scientific Isuues,fr
65,French,"Kinshasa,Democratic Republic of the Congo",Pollution du sol,Socio-Scientific Isuues,fr
65,French,"Paris,Paris,Ile-de-France,France",Pollution du sol,Socio-Scientific Isuues,fr
66,French,"Kinshasa,Democratic Republic of the Congo",Gaz à effet de serre,Socio-Scientific Isuues,fr
66,French,"Paris,Paris,Ile-de-France,France",Gaz à effet de serre,Socio-Scientific Isuues,fr
68,French,"Kinshasa,Democratic Republic of the Congo",Infection,Socio-Scientific Isuues,fr
68,French,"Paris,Paris,Ile-de-France,France",Infection,Socio-Scientific Isuues,fr
70,French,"Kinshasa,Democratic Republic of the Congo",Inondation,Socio-Scientific Isuues,fr
70,French,"Paris,Paris,Ile-de-France,France",Inondation,Socio-Scientific Isuues,fr
71,French,"Kinshasa,Democratic Republic of the Congo",Sécheresse,Socio-Scientific Isuues,fr
71,French,"Paris,Paris,Ile-de-France,France",Sécheresse,Socio-Scientific Isuues,fr
39,French,"Kinshasa,Democratic Republic of the Congo",PCR,Novel Science and Technology Issues,fr
39,French,"Paris,Paris,Ile-de-France,France",PCR,Novel Science and Technology Issues,fr
42,French,"Kinshasa,Democratic Republic of the Congo",ARN messager,Novel Science and Technology Issues,fr
42,French,"Paris,Paris,Ile-de-France,France",ARN messager,Novel Science and Technology Issues,fr
43,French,"Kinshasa,Democratic Republic of the Congo",génome,Novel Science and Technology Issues,fr
43,French,"Paris,Paris,Ile-de-France,France",génome,Novel Science and Technology Issues,fr
44,French,"Kinshasa,Democratic Republic of the Congo",Mars,Novel Science and Technology Issues,fr
44,French,"Paris,Paris,Ile-de-France,France",Mars,Novel Science and Technology Issues,fr
45,French,"Kinshasa,Democratic Republic of the Congo",Astéroïdes,Novel Science and Technology Issues,fr
45,French,"Paris,Paris,Ile-de-France,France",Astéroïdes,Novel Science and Technology Issues,fr
46,French,"Kinshasa,Democratic Republic of the Congo",CRISPR,Novel Science and Technology Issues,fr
46,French,"Paris,Paris,Ile-de-France,France",CRISPR,Novel Science and Technology Issues,fr
48,French,"Kinshasa,Democratic Republic of the Congo",repliement des protéines,Novel Science and Technology Issues,fr
48,French,"Paris,Paris,Ile-de-France,France",repliement des protéines,Novel Science and Technology Issues,fr
49,French,"Kinshasa,Democratic Republic of the Congo",trou noir,Novel Science and Technology Issues,fr
49,French,"Paris,Paris,Ile-de-France,France",trou noir,Novel Science and Technology Issues,fr
52,French,"Kinshasa,Democratic Republic of the Congo",mutations,Novel Science and Technology Issues,fr
52,French,"Paris,Paris,Ile-de-France,France",mutations,Novel Science and Technology Issues,fr
87,French,"Kinshasa,Democratic Republic of the Congo",Véhicule Autonome,Novel Science and Technology Issues,fr
87,French,"Paris,Paris,Ile-de-France,France",Véhicule Autonome,Novel Science and Technology Issues,fr
73-B,French,"Kinshasa,Democratic Republic of the Congo",réchauffement climatique faux,Conspiracy Theories,fr
73-B,French,"Paris,Paris,Ile-de-France,France",réchauffement climatique faux,Conspiracy Theories,fr
74-B,French,"Kinshasa,Democratic Republic of the Congo",changement climatique faux,Conspiracy Theories,fr
74-B,French,"Paris,Paris,Ile-de-France,France",changement climatique faux,Conspiracy Theories,fr
77-B,French,"Kinshasa,Democratic Republic of the Congo",vaccins autisme,Conspiracy Theories,fr
77-B,French,"Paris,Paris,Ile-de-France,France",vaccins autisme,Conspiracy Theories,fr
79-B,French,"Kinshasa,Democratic Republic of the Congo",terre plate,Conspiracy Theories,fr
79-B,French,"Paris,Paris,Ile-de-France,France",terre plate,Conspiracy Theories,fr
80-B,French,"Kinshasa,Democratic Republic of the Congo",L’homme n’a jamais marché sur la lune,Conspiracy Theories,fr
80-B,French,"Paris,Paris,Ile-de-France,France",L’homme n’a jamais marché sur la lune,Conspiracy Theories,fr
5,German,"Berlin,Berlin,Germany",Umwelt,Canonical Scientific Issues,de
6,German,"Berlin,Berlin,Germany",Ökosystem,Canonical Scientific Issues,de
8,German,"Berlin,Berlin,Germany",Verschmutzung,Canonical Scientific Issues,de
12,German,"Berlin,Berlin,Germany",Pilz,Canonical Scientific Issues,de
13,German,"Berlin,Berlin,Germany",Säugetier,Canonical Scientific Issues,de
16,German,"Berlin,Berlin,Germany",Lösung,Canonical Scientific Issues,de
20,German,"Berlin,Berlin,Germany",Atom,Canonical Scientific Issues,de
28,German,"Berlin,Berlin,Germany",Energie,Canonical Scientific Issues,de
29,German,"Berlin,Berlin,Germany",Gewicht,Canonical Scientific Issues,de
35,German,"Berlin,Berlin,Germany",Sonnensystem,Canonical Scientific Issues,de
38,German,"Berlin,Berlin,Germany",Evolution,Canonical Scientific Issues,de
53,German,"Berlin,Berlin,Germany",Mangelernährung,Socio-Scientific Isuues,de
54,German,"Berlin,Berlin,Germany",Ernährungssicherung,Socio-Scientific Isuues,de
56,German,"Berlin,Berlin,Germany",Kalorie,Socio-Scientific Isuues,de
58,German,"Berlin,Berlin,Germany",erneuerbare Energie,Socio-Scientific Isuues,de
59,German,"Berlin,Berlin,Germany",Klimawandel,Socio-Scientific Isuues,de
65,German,"Berlin,Berlin,Germany",Bodenkontaminierung,Socio-Scientific Isuues,de
66,German,"Berlin,Berlin,Germany",Treibhausgas,Socio-Scientific Isuues,de
68,German,"Berlin,Berlin,Germany",Infektion,Socio-Scientific Isuues,de
70,German,"Berlin,Berlin,Germany",Flut,Socio-Scientific Isuues,de
71,German,"Berlin,Berlin,Germany",Dürre,Socio-Scientific Isuues,de
39,German,"Berlin,Berlin,Germany",PCR,Novel Science and Technology Issues,de
42,German,"Berlin,Berlin,Germany",mRNA,Novel Science and Technology Issues,de
43,German,"Berlin,Berlin,Germany",Genom,Novel Science and Technology Issues,de
44,German,"Berlin,Berlin,Germany",Mars,Novel Science and Technology Issues,de
45,German,"Berlin,Berlin,Germany",Astroide,Novel Science and Technology Issues,de
46,German,"Berlin,Berlin,Germany",CRISPR,Novel Science and Technology Issues,de
48,German,"Berlin,Berlin,Germany",protein faltung,Novel Science and Technology Issues,de
49,German,"Berlin,Berlin,Germany",schwarze Löcher,Novel Science and Technology Issues,de
52,German,"Berlin,Berlin,Germany",mutation,Novel Science and Technology Issues,de
87,German,"Berlin,Berlin,Germany",selbstfahrendes Fahrzeug,Novel Science and Technology Issues,de
73-B,German,"Berlin,Berlin,Germany",Erderwärmung ist eine Lüge,Conspiracy Theories,de
74-B,German,"Berlin,Berlin,Germany",Klimawandel ist eine Lüge,Conspiracy Theories,de
77-B,German,"Berlin,Berlin,Germany",Impfungen verursachen Autismus,Conspiracy Theories,de
79-B,German,"Berlin,Berlin,Germany",Die Erde ist flach,Conspiracy Theories,de
80-B,German,"Berlin,Berlin,Germany",Die Mondlandung ist fake,Conspiracy Theories,de
5,Hebrew,"Jerusalem District,Israel",?????,Canonical Scientific Issues,hw
6,Hebrew,"Jerusalem District,Israel",????? ????????,Canonical Scientific Issues,hw
8,Hebrew,"Jerusalem District,Israel",????? ??????,Canonical Scientific Issues,hw
12,Hebrew,"Jerusalem District,Israel",??????,Canonical Scientific Issues,hw
13,Hebrew,"Jerusalem District,Israel",??????,Canonical Scientific Issues,hw
16,Hebrew,"Jerusalem District,Israel",?????,Canonical Scientific Issues,hw
20,Hebrew,"Jerusalem District,Israel",????,Canonical Scientific Issues,hw
28,Hebrew,"Jerusalem District,Israel",??????,Canonical Scientific Issues,hw
29,Hebrew,"Jerusalem District,Israel",????,Canonical Scientific Issues,hw
35,Hebrew,"Jerusalem District,Israel",????? ????,Canonical Scientific Issues,hw
38,Hebrew,"Jerusalem District,Israel",????????,Canonical Scientific Issues,hw
53,Hebrew,"Jerusalem District,Israel",?? ?????,Socio-Scientific Isuues,hw
54,Hebrew,"Jerusalem District,Israel",????? ??????,Socio-Scientific Isuues,hw
56,Hebrew,"Jerusalem District,Israel",??????,Socio-Scientific Isuues,hw
58,Hebrew,"Jerusalem District,Israel",?????? ??????,Socio-Scientific Isuues,hw
59,Hebrew,"Jerusalem District,Israel",????? ?????,Socio-Scientific Isuues,hw
65,Hebrew,"Jerusalem District,Israel",????? ????,Socio-Scientific Isuues,hw
66,Hebrew,"Jerusalem District,Israel",?? ????,Socio-Scientific Isuues,hw
68,Hebrew,"Jerusalem District,Israel",????? ?????,Socio-Scientific Isuues,hw
70,Hebrew,"Jerusalem District,Israel",??????,Socio-Scientific Isuues,hw
71,Hebrew,"Jerusalem District,Israel",?????,Socio-Scientific Isuues,hw
39,Hebrew,"Jerusalem District,Israel",PCR,Novel Science and Technology Issues,hw
42,Hebrew,"Jerusalem District,Israel",mRNA,Novel Science and Technology Issues,hw
43,Hebrew,"Jerusalem District,Israel",????,Novel Science and Technology Issues,hw
44,Hebrew,"Jerusalem District,Israel",?????,Novel Science and Technology Issues,hw
45,Hebrew,"Jerusalem District,Israel",????????,Novel Science and Technology Issues,hw
46,Hebrew,"Jerusalem District,Israel",??????,Novel Science and Technology Issues,hw
48,Hebrew,"Jerusalem District,Israel",????? ???????,Novel Science and Technology Issues,hw
49,Hebrew,"Jerusalem District,Israel",??? ????,Novel Science and Technology Issues,hw
52,Hebrew,"Jerusalem District,Israel",???????,Novel Science and Technology Issues,hw
87,Hebrew,"Jerusalem District,Israel",?????? ?????????,Novel Science and Technology Issues,hw
73-B,Hebrew,"Jerusalem District,Israel",???????? ???????? ??? ???,Conspiracy Theories,hw
74-B,Hebrew,"Jerusalem District,Israel",???? ?????? ??? ?? ?????,Conspiracy Theories,hw
77-B,Hebrew,"Jerusalem District,Israel",??????? ?????? ???????,Conspiracy Theories,hw
79-B,Hebrew,"Jerusalem District,Israel",???? ???? ??? ????,Conspiracy Theories,hw
80-B,Hebrew,"Jerusalem District,Israel",?????? ?? ???? ????? ??????,Conspiracy Theories,hw
5,Hindi,"New Delhi,Delhi,India",????????,Canonical Scientific Issues,hi
6,Hindi,"New Delhi,Delhi,India",?????????,Canonical Scientific Issues,hi
8,Hindi,"New Delhi,Delhi,India",???????,Canonical Scientific Issues,hi
12,Hindi,"New Delhi,Delhi,India",?????,Canonical Scientific Issues,hi
13,Hindi,"New Delhi,Delhi,India",????????,Canonical Scientific Issues,hi
16,Hindi,"New Delhi,Delhi,India",?????,Canonical Scientific Issues,hi
20,Hindi,"New Delhi,Delhi,India",??????,Canonical Scientific Issues,hi
28,Hindi,"New Delhi,Delhi,India",?????,Canonical Scientific Issues,hi
29,Hindi,"New Delhi,Delhi,India",???,Canonical Scientific Issues,hi
35,Hindi,"New Delhi,Delhi,India",??? ?????,Canonical Scientific Issues,hi
38,Hindi,"New Delhi,Delhi,India",????-?????,Canonical Scientific Issues,hi
53,Hindi,"New Delhi,Delhi,India",??????,Socio-Scientific Isuues,hi
54,Hindi,"New Delhi,Delhi,India",????? ???????,Socio-Scientific Isuues,hi
56,Hindi,"New Delhi,Delhi,India",??????,Socio-Scientific Isuues,hi
58,Hindi,"New Delhi,Delhi,India",????? ?????,Socio-Scientific Isuues,hi
59,Hindi,"New Delhi,Delhi,India",???????? ????????,Socio-Scientific Isuues,hi
65,Hindi,"New Delhi,Delhi,India",???? ???????,Socio-Scientific Isuues,hi
66,Hindi,"New Delhi,Delhi,India",????????? ???,Socio-Scientific Isuues,hi
68,Hindi,"New Delhi,Delhi,India",???????,Socio-Scientific Isuues,hi
70,Hindi,"New Delhi,Delhi,India",????,Socio-Scientific Isuues,hi
71,Hindi,"New Delhi,Delhi,India",????,Socio-Scientific Isuues,hi
39,Hindi,"New Delhi,Delhi,India",??????,Novel Science and Technology Issues,hi
42,Hindi,"New Delhi,Delhi,India",?? ??.??.?,Novel Science and Technology Issues,hi
43,Hindi,"New Delhi,Delhi,India",?????,Novel Science and Technology Issues,hi
44,Hindi,"New Delhi,Delhi,India",???? ????,Novel Science and Technology Issues,hi
45,Hindi,"New Delhi,Delhi,India",?????????,Novel Science and Technology Issues,hi
46,Hindi,"New Delhi,Delhi,India",????????,Novel Science and Technology Issues,hi
48,Hindi,"New Delhi,Delhi,India",??????? ???,Novel Science and Technology Issues,hi
49,Hindi,"New Delhi,Delhi,India",????? ?????,Novel Science and Technology Issues,hi
52,Hindi,"New Delhi,Delhi,India",???????????,Novel Science and Technology Issues,hi
87,Hindi,"New Delhi,Delhi,India",???????? ???,Novel Science and Technology Issues,hi
73-B,Hindi,"New Delhi,Delhi,India",???????? ???????? ?? ??? ??,Conspiracy Theories,hi
74-B,Hindi,"New Delhi,Delhi,India",?????? ???????? ?? ??? ??,Conspiracy Theories,hi
77-B,Hindi,"New Delhi,Delhi,India",??????? ?? ?????? ??? ??,Conspiracy Theories,hi
79-B,Hindi,"New Delhi,Delhi,India",?????? ???? ??,Conspiracy Theories,hi
80-B,Hindi,"New Delhi,Delhi,India",???????? ?? ??????? ?? ??? ??,Conspiracy Theories,hi
39,Indonesian,"Central Jakarta,Jakarta,Indonesia",PCR,Novel Science and Technology Issues,id
42,Indonesian,"Central Jakarta,Jakarta,Indonesia",mRNA,Novel Science and Technology Issues,id
43,Indonesian,"Central Jakarta,Jakarta,Indonesia",Genom,Novel Science and Technology Issues,id
44,Indonesian,"Central Jakarta,Jakarta,Indonesia",Mars,Novel Science and Technology Issues,id
45,Indonesian,"Central Jakarta,Jakarta,Indonesia",Asteroid,Novel Science and Technology Issues,id
46,Indonesian,"Central Jakarta,Jakarta,Indonesia",CRISPR,Novel Science and Technology Issues,id
48,Indonesian,"Central Jakarta,Jakarta,Indonesia",Pelipatan protein,Novel Science and Technology Issues,id
49,Indonesian,"Central Jakarta,Jakarta,Indonesia",Lubang hitam,Novel Science and Technology Issues,id
52,Indonesian,"Central Jakarta,Jakarta,Indonesia",Mutasi,Novel Science and Technology Issues,id
87,Indonesian,"Central Jakarta,Jakarta,Indonesia",Mobil otomatis,Novel Science and Technology Issues,id
73-B,Indonesian,"Central Jakarta,Jakarta,Indonesia",Pemanasan global hoax,Conspiracy theories,id
74-B,Indonesian,"Central Jakarta,Jakarta,Indonesia",Perubahan iklim hoax,Conspiracy theories,id
77-B,Indonesian,"Central Jakarta,Jakarta,Indonesia",Vaksin autisme,Conspiracy theories,id
79-B,Indonesian,"Central Jakarta,Jakarta,Indonesia",Bumi datar,Conspiracy theories,id
80-B,Indonesian,"Central Jakarta,Jakarta,Indonesia",Pendaratan di bulan hoax,Conspiracy theories,id
5,Indonesian,"Central Jakarta,Jakarta,Indonesia",Lingkungan,Canonical Scientific Issues,id
6,Indonesian,"Central Jakarta,Jakarta,Indonesia",Ekosistem,Canonical Scientific Issues,id
8,Indonesian,"Central Jakarta,Jakarta,Indonesia",Polusi,Canonical Scientific Issues,id
12,Indonesian,"Central Jakarta,Jakarta,Indonesia",Fungi,Canonical Scientific Issues,id
13,Indonesian,"Central Jakarta,Jakarta,Indonesia",Mamalia,Canonical Scientific Issues,id
16,Indonesian,"Central Jakarta,Jakarta,Indonesia",larutan,Canonical Scientific Issues,id
20,Indonesian,"Central Jakarta,Jakarta,Indonesia",Atom,Canonical Scientific Issues,id
28,Indonesian,"Central Jakarta,Jakarta,Indonesia",Energi,Canonical Scientific Issues,id
29,Indonesian,"Central Jakarta,Jakarta,Indonesia",Berat,Canonical Scientific Issues,id
